number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
37,CHG000001,Reviewed,CompanyA,FALSE,Change short desc Onions Granulated,2/4/2021 8:38,2/20/2021 21:21,Server,America/New_York,America/New York,Change Justification: Fingers at the Window,@Network,
23,CHG000002,Reviewed,CompanyB,FALSE,Change short desc Bread - Corn Muffaleta Onion,1/14/2021 23:08,3/23/2021 8:54,Network,America/New_York,America/New York,Change Justification: Kramer vs. Kramer,@Database,
43,CHG000003,Reviewed,CompanyA,FALSE,Change short desc Brandy Cherry - Mcguinness,2/2/2021 15:07,3/3/2021 17:17,Server,America/New_York,America/New York,"Change Justification: Squid and the Whale, The",@Network,
39,CHG000004,Reviewed,Corporate,FALSE,Change short desc Olives - Morracan Dired,1/13/2021 13:53,4/11/2021 8:54,Appliation,America/New_York,America/New York,"Change Justification: World of Suzie Wong, The",@Server,MAJOR
47,CHG000005,Reviewed,CompanyB,FALSE,Change short desc Flower - Leather Leaf Fern,2/17/2021 16:17,1/5/2021 2:40,Network,America/New_York,America/New York,Change Justification: Rope,@Database,
49,CHG000006,Reviewed,CompanyA,FALSE,Change short desc Bacardi Raspberry,3/6/2021 21:28,1/16/2021 20:16,Server,America/New_York,America/New York,Change Justification: May,@Network,
2,CHG000007,Pending,CompanyB,TRUE,Change short desc Beef - Top Sirloin,1/29/2021 16:46,2/14/2021 3:47,Network,America/New_York,America/New York,"Change Justification: Corruptor, The",@Database,
11,CHG000008,Reviewed,CompanyB,FALSE,Change short desc Wine - Muscadet Sur Lie,4/9/2021 6:40,3/26/2021 17:13,Network,America/New_York,America/New York,Change Justification: Atomic Twister,@Database,
33,CHG000009,Reviewed,Corporate,FALSE,"Change short desc Cheese - Mozzarella, Buffalo",4/11/2021 20:52,2/5/2021 4:47,Appliation,America/New_York,America/New York,Change Justification: Letter Never Sent (Neotpravlennoye pismo),@Server,MAJOR
23,CHG0000010,Reviewed,CompanyB,FALSE,Change short desc Lettuce - Belgian Endive,3/9/2021 7:08,3/13/2021 3:08,Network,America/New_York,America/New York,Change Justification: Quicksilver Highway,@Database,
44,CHG0000011,Pending,CompanyB,TRUE,"Change short desc Cheese - Brie, Triple Creme",1/21/2021 10:52,3/26/2021 5:59,Network,America/New_York,America/New York,Change Justification: Counsellor at Law,@Database,
47,CHG0000012,Reviewed,CompanyB,FALSE,Change short desc Creme De Cacao Mcguines,1/13/2021 5:31,1/9/2021 3:57,Network,America/New_York,America/New York,Change Justification: Twentieth Century,@Database,
17,CHG0000013,Reviewed,CompanyB,FALSE,Change short desc Table Cloth 91x91 Colour,3/11/2021 11:10,3/13/2021 19:18,Network,America/New_York,America/New York,Change Justification: Pumpkin,@Database,
32,CHG0000014,Pending,CompanyB,TRUE,"Change short desc Sauce - Gravy, Au Jus, Mix",2/24/2021 11:23,2/13/2021 14:24,Network,America/New_York,America/New York,Change Justification: Temple Grandin,@Database,
14,CHG0000015,Pending,CompanyB,TRUE,Change short desc Horseradish Root,4/13/2021 9:14,4/12/2021 0:44,Network,America/New_York,America/New York,Change Justification: Downstairs,@Database,
41,CHG0000016,Reviewed,CompanyB,FALSE,Change short desc Beer - Molson Excel,3/30/2021 14:31,4/9/2021 3:19,Network,America/New_York,America/New York,Change Justification: 56 Up,@Database,
38,CHG0000017,Pending,CompanyB,TRUE,Change short desc Oil - Coconut,4/8/2021 16:11,2/18/2021 17:57,Network,America/New_York,America/New York,"Change Justification: Stepford Wives, The",@Database,
4,CHG0000018,Pending,CompanyA,TRUE,Change short desc The Pop Shoppe - Lime Rickey,1/18/2021 18:52,3/22/2021 2:11,Server,America/New_York,America/New York,Change Justification: Vampire Academy,@Network,
45,CHG0000019,Reviewed,Corporate,FALSE,Change short desc Chicken - Livers,3/6/2021 14:48,3/13/2021 9:51,Appliation,America/New_York,America/New York,Change Justification: Detroit Metal City (Detoroito Metaru Shiti),@Server,MAJOR
45,CHG0000020,Reviewed,Corporate,FALSE,Change short desc Juice - Happy Planet,2/21/2021 18:27,4/4/2021 3:23,Appliation,America/New_York,America/New York,"Change Justification: Rat Savior, The (Izbavitelj)",@Server,MAJOR
4,CHG0000021,Pending,CompanyA,TRUE,Change short desc Smoked Paprika,1/9/2021 19:38,1/1/2021 10:51,Server,America/New_York,America/New York,Change Justification: Hell to Eternity,@Network,
24,CHG0000022,Pending,Corporate,TRUE,Change short desc Table Cloth 144x90 White,2/11/2021 10:22,1/15/2021 5:16,Appliation,America/New_York,America/New York,Change Justification: Kismet,@Server,MAJOR
31,CHG0000023,Reviewed,CompanyA,FALSE,Change short desc Bread Country Roll,3/29/2021 14:29,3/21/2021 0:44,Server,America/New_York,America/New York,Change Justification: Ben,@Network,
30,CHG0000024,Pending,Corporate,TRUE,Change short desc Salt - Seasoned,2/24/2021 16:41,4/1/2021 3:35,Appliation,America/New_York,America/New York,Change Justification: Our Daily Bread (Unser täglich Brot),@Server,MAJOR
11,CHG0000025,Reviewed,CompanyB,FALSE,Change short desc Lettuce - Red Leaf,3/16/2021 11:06,2/21/2021 3:31,Network,America/New_York,America/New York,Change Justification: All Dogs Go to Heaven,@Database,
21,CHG0000026,Reviewed,Corporate,FALSE,Change short desc Egg Patty Fried,3/23/2021 23:06,1/18/2021 6:11,Appliation,America/New_York,America/New York,"Change Justification: League of Gentlemen, The",@Server,MAJOR
2,CHG0000027,Pending,CompanyB,TRUE,Change short desc Quiche Assorted,4/14/2021 1:06,3/19/2021 20:17,Network,America/New_York,America/New York,Change Justification: Wrongfully Accused,@Database,
24,CHG0000028,Pending,Corporate,TRUE,Change short desc Beer - Corona,2/2/2021 3:55,2/15/2021 22:51,Appliation,America/New_York,America/New York,"Change Justification: Heart Is Deceitful Above All Things, The",@Server,MAJOR
6,CHG0000029,Pending,Corporate,TRUE,Change short desc Ocean Spray - Ruby Red,3/2/2021 9:12,1/29/2021 19:57,Appliation,America/New_York,America/New York,Change Justification: Liberty Stands Still,@Server,MAJOR
42,CHG0000030,Pending,Corporate,TRUE,"Change short desc Lamb - Leg, Bone In",3/27/2021 1:15,4/6/2021 5:03,Appliation,America/New_York,America/New York,Change Justification: Home Run,@Server,MAJOR
25,CHG0000031,Reviewed,CompanyA,FALSE,Change short desc Eggwhite Frozen,2/25/2021 13:14,1/28/2021 10:44,Server,America/New_York,America/New York,"Change Justification: Scarlet Letter, The (Der scharlachrote Buchstabe)",@Network,
19,CHG0000032,Reviewed,CompanyA,FALSE,Change short desc Salt - Table,1/16/2021 2:52,2/9/2021 7:33,Server,America/New_York,America/New York,Change Justification: Mad Hot Ballroom,@Network,
9,CHG0000033,Reviewed,Corporate,FALSE,Change short desc Huck White Towels,3/18/2021 7:30,3/2/2021 7:53,Appliation,America/New_York,America/New York,Change Justification: Hellraiser: Inferno,@Server,MAJOR
49,CHG0000034,Reviewed,CompanyA,FALSE,Change short desc Fuji Apples,1/16/2021 6:14,3/11/2021 16:39,Server,America/New_York,America/New York,Change Justification: Jekyll & Hyde,@Network,
33,CHG0000035,Reviewed,Corporate,FALSE,Change short desc Pork - Belly Fresh,3/24/2021 20:49,3/7/2021 4:04,Appliation,America/New_York,America/New York,Change Justification: 13 Lakes,@Server,MAJOR
47,CHG0000036,Reviewed,CompanyB,FALSE,Change short desc Rabbit - Saddles,3/11/2021 13:48,2/9/2021 10:01,Network,America/New_York,America/New York,Change Justification: Fiend Without a Face,@Database,
12,CHG0000037,Pending,Corporate,TRUE,Change short desc Pepper - Red Bell,2/7/2021 19:33,2/2/2021 15:40,Appliation,America/New_York,America/New York,Change Justification: Non-Stop,@Server,MAJOR
17,CHG0000038,Reviewed,CompanyB,FALSE,Change short desc Pickles - Gherkins,2/14/2021 7:02,3/4/2021 1:31,Network,America/New_York,America/New York,Change Justification: Hoodlum,@Database,
21,CHG0000039,Reviewed,Corporate,FALSE,"Change short desc Nut - Almond, Blanched, Ground",1/31/2021 16:23,4/12/2021 20:25,Appliation,America/New_York,America/New York,Change Justification: The Girl from the Marsh Croft,@Server,MAJOR
46,CHG0000040,Pending,CompanyA,TRUE,Change short desc Bread - English Muffin,2/28/2021 8:32,3/12/2021 15:03,Server,America/New_York,America/New York,Change Justification: Bionicle 2: Legends of Metru Nui,@Network,
35,CHG0000041,Reviewed,CompanyB,FALSE,Change short desc Apple - Macintosh,4/13/2021 2:46,1/13/2021 23:40,Network,America/New_York,America/New York,Change Justification: Radio Flyer,@Database,
16,CHG0000042,Pending,CompanyA,TRUE,Change short desc Juice - Lemon,1/1/2021 8:20,1/28/2021 11:11,Server,America/New_York,America/New York,"Change Justification: Hitcher, The",@Network,
11,CHG0000043,Reviewed,CompanyB,FALSE,Change short desc Ocean Spray - Ruby Red,1/15/2021 7:41,2/22/2021 18:41,Network,America/New_York,America/New York,"Change Justification: Love Letter, The",@Database,
19,CHG0000044,Reviewed,CompanyA,FALSE,Change short desc Vodka - Moskovskaya,1/20/2021 16:23,1/24/2021 0:44,Server,America/New_York,America/New York,Change Justification: Green Chair (Noksaek uija),@Network,
43,CHG0000045,Reviewed,CompanyA,FALSE,Change short desc Table Cloth 90x90 White,2/27/2021 23:55,3/2/2021 21:37,Server,America/New_York,America/New York,Change Justification: Aces 'N' Eights,@Network,
32,CHG0000046,Pending,CompanyB,TRUE,Change short desc Ham - Proscuitto,4/6/2021 1:04,2/1/2021 21:56,Network,America/New_York,America/New York,Change Justification: Ugetsu (Ugetsu monogatari),@Database,
12,CHG0000047,Pending,Corporate,TRUE,Change short desc Filo Dough,3/10/2021 7:31,3/14/2021 15:52,Appliation,America/New_York,America/New York,Change Justification: Solomon Northup's Odyssey,@Server,MAJOR
46,CHG0000048,Pending,CompanyA,TRUE,"Change short desc Salmon - Atlantic, Fresh, Whole",2/13/2021 6:12,3/28/2021 16:38,Server,America/New_York,America/New York,Change Justification: Amarcord,@Network,
50,CHG0000049,Pending,CompanyB,TRUE,Change short desc Sambuca Cream,1/21/2021 11:29,3/11/2021 18:37,Network,America/New_York,America/New York,"Change Justification: Gabby Douglas Story, The",@Database,
42,CHG0000050,Pending,Corporate,TRUE,Change short desc Country Roll,2/7/2021 13:51,1/6/2021 22:53,Appliation,America/New_York,America/New York,Change Justification: Chariots of Fire,@Server,MAJOR
6,CHG0000051,Pending,Corporate,TRUE,Change short desc Mussels - Frozen,2/13/2021 1:17,1/2/2021 4:16,Appliation,America/New_York,America/New York,Change Justification: High Society,@Server,MAJOR
41,CHG0000052,Reviewed,CompanyB,FALSE,Change short desc Soup V8 Roasted Red Pepper,3/17/2021 4:10,3/20/2021 18:25,Network,America/New_York,America/New York,Change Justification: Manhunt,@Database,
15,CHG0000053,Reviewed,Corporate,FALSE,Change short desc Beef Flat Iron Steak,1/30/2021 22:33,1/19/2021 13:20,Appliation,America/New_York,America/New York,Change Justification: Kill Switch,@Server,MAJOR
46,CHG0000054,Pending,CompanyA,TRUE,Change short desc Beets - Mini Golden,1/15/2021 12:25,4/5/2021 7:06,Server,America/New_York,America/New York,Change Justification: I Don't Want to Be a Man (Ich möchte kein Mann sein),@Network,
17,CHG0000055,Reviewed,CompanyB,FALSE,Change short desc Filo Dough,3/18/2021 15:29,1/5/2021 13:03,Network,America/New_York,America/New York,Change Justification: Night and Fog (Nuit et brouillard),@Database,
32,CHG0000056,Pending,CompanyB,TRUE,Change short desc Celery,1/27/2021 6:06,4/1/2021 9:54,Network,America/New_York,America/New York,"Change Justification: Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",@Database,
17,CHG0000057,Reviewed,CompanyB,FALSE,Change short desc Island Oasis - Wildberry,3/20/2021 0:53,1/31/2021 17:03,Network,America/New_York,America/New York,Change Justification: Avanti!,@Database,
45,CHG0000058,Reviewed,Corporate,FALSE,Change short desc Sauce - Ranch Dressing,3/10/2021 19:41,2/8/2021 13:09,Appliation,America/New_York,America/New York,"Change Justification: Garçu, Le",@Server,MAJOR
31,CHG0000059,Reviewed,CompanyA,FALSE,Change short desc Cranberries - Frozen,4/4/2021 4:21,2/6/2021 2:40,Server,America/New_York,America/New York,Change Justification: The Unexpected Love,@Network,
4,CHG0000060,Pending,CompanyA,TRUE,Change short desc Nectarines,1/21/2021 21:03,1/5/2021 17:16,Server,America/New_York,America/New York,Change Justification: I Shot Jesse James,@Network,
30,CHG0000061,Pending,Corporate,TRUE,Change short desc Creme De Menthe Green,2/14/2021 16:51,2/24/2021 19:44,Appliation,America/New_York,America/New York,Change Justification: Dikkenek,@Server,MAJOR
20,CHG0000062,Pending,CompanyB,TRUE,Change short desc Bar Mix - Lime,4/9/2021 9:06,3/11/2021 1:50,Network,America/New_York,America/New York,"Change Justification: Cathedral, The (Katedra)",@Database,
38,CHG0000063,Pending,CompanyB,TRUE,"Change short desc Roe - Lump Fish, Black",1/16/2021 14:56,1/7/2021 18:04,Network,America/New_York,America/New York,Change Justification: Possessed,@Database,
39,CHG0000064,Reviewed,Corporate,FALSE,Change short desc Grapefruit - White,2/17/2021 6:39,2/15/2021 14:40,Appliation,America/New_York,America/New York,Change Justification: K-9,@Server,MAJOR
7,CHG0000065,Reviewed,CompanyA,FALSE,Change short desc Longos - Chicken Caeser Salad,1/12/2021 7:31,4/5/2021 6:45,Server,America/New_York,America/New York,Change Justification: Me and the Colonel ,@Network,
22,CHG0000066,Pending,CompanyA,TRUE,Change short desc Crackers - Graham,3/8/2021 1:12,4/6/2021 4:30,Server,America/New_York,America/New York,Change Justification: Frankie and Johnny,@Network,
34,CHG0000067,Pending,CompanyA,TRUE,Change short desc Sage - Rubbed,4/2/2021 19:26,3/11/2021 13:47,Server,America/New_York,America/New York,"Change Justification: Night Out, A",@Network,
43,CHG0000068,Reviewed,CompanyA,FALSE,"Change short desc Soup - Campbells, Classic Chix",2/21/2021 9:20,2/23/2021 12:00,Server,America/New_York,America/New York,Change Justification: Challenge of the Masters (Liu A-Cai yu Huang Fei-Hong),@Network,
15,CHG0000069,Reviewed,Corporate,FALSE,Change short desc Lettuce - Belgian Endive,4/11/2021 13:31,2/3/2021 17:16,Appliation,America/New_York,America/New York,Change Justification: The War,@Server,MAJOR
1,CHG0000070,Reviewed,CompanyA,FALSE,Change short desc Longos - Cheese Tortellini,2/5/2021 15:03,3/12/2021 13:19,Server,America/New_York,America/New York,Change Justification: Shiri (Swiri),@Network,
12,CHG0000071,Pending,Corporate,TRUE,Change short desc Foil - Round Foil,1/21/2021 19:53,2/28/2021 19:08,Appliation,America/New_York,America/New York,"Change Justification: Take, The",@Server,MAJOR
46,CHG0000072,Pending,CompanyA,TRUE,Change short desc Crackers - Water,1/5/2021 15:01,4/7/2021 21:25,Server,America/New_York,America/New York,Change Justification: Belle toujours,@Network,
16,CHG0000073,Pending,CompanyA,TRUE,Change short desc Nantuket Peach Orange,1/5/2021 22:42,1/31/2021 10:53,Server,America/New_York,America/New York,"Change Justification: Powerpuff Girls, The",@Network,
19,CHG0000074,Reviewed,CompanyA,FALSE,Change short desc Cookie Chocolate Chip With,1/7/2021 16:39,1/20/2021 21:06,Server,America/New_York,America/New York,Change Justification: The Reunion,@Network,
48,CHG0000075,Pending,Corporate,TRUE,Change short desc Rice Wine - Aji Mirin,2/22/2021 12:30,2/15/2021 15:45,Appliation,America/New_York,America/New York,Change Justification: Six Weeks,@Server,MAJOR
