number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
39,CHG000001,Reviewed,Corporate,FALSE,Chanage short desc Beef Tenderloin Aaa,3/20/2021 0:00,4/23/2021 20:57,Appliation,America/New_York,America/New York,Change Justification: Dead Reckoning,@Server,MAJOR
26,CHG000002,Pending,CompanyB,TRUE,Chanage short desc Bread - Raisin Walnut Oval,3/20/2021 0:00,3/3/2021 20:09,Network,America/New_York,America/New York,Change Justification: The .44 Specialist,@Database,
22,CHG000003,Pending,CompanyA,TRUE,"Chanage short desc Lamb - Leg, Bone In",3/20/2021 0:00,5/17/2021 11:34,Server,America/New_York,America/New York,Change Justification: In the Army Now,@Network,
26,CHG000004,Pending,CompanyB,TRUE,Chanage short desc Cheese - Victor Et Berthold,3/20/2021 0:00,5/13/2021 8:15,Network,America/New_York,America/New York,Change Justification: Nob Hill,@Database,
32,CHG000005,Pending,CompanyB,TRUE,Chanage short desc Onions - Spanish,3/20/2021 0:00,3/27/2021 10:45,Network,America/New_York,America/New York,Change Justification: Wild Oranges,@Database,
39,CHG000006,Reviewed,Corporate,FALSE,Chanage short desc Salt - Table,3/20/2021 0:00,5/7/2021 20:01,Appliation,America/New_York,America/New York,Change Justification: Scorching Winds (Garm Hava) (Garam Hawa),@Server,MAJOR
2,CHG000007,Pending,CompanyB,TRUE,Chanage short desc Flour - Whole Wheat,3/20/2021 0:00,3/29/2021 9:19,Network,America/New_York,America/New York,Change Justification: Planet of Dinosaurs,@Database,
13,CHG000008,Reviewed,CompanyA,FALSE,Chanage short desc Wine - Sawmill Creek Autumn,3/20/2021 0:00,5/9/2021 18:08,Server,America/New_York,America/New York,Change Justification: Stealing Rembrandt (Rembrandt),@Network,
32,CHG000009,Pending,CompanyB,TRUE,Chanage short desc Wine - Tribal Sauvignon,3/20/2021 0:00,3/29/2021 12:53,Network,America/New_York,America/New York,Change Justification: Female Demon Ohyaku (Yôen dokufuden hannya no ohyaku),@Database,
35,CHG0000010,Reviewed,CompanyB,FALSE,"Chanage short desc Wine - Red, Antinori Santa",3/20/2021 0:00,4/25/2021 18:40,Network,America/New_York,America/New York,Change Justification: Cracks,@Database,
10,CHG0000011,Pending,CompanyA,TRUE,"Chanage short desc Mustard - Dry, Powder",3/20/2021 0:00,3/21/2021 7:18,Server,America/New_York,America/New York,Change Justification: Heartbeats (Kohtaamisia),@Network,
