number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
21,CHG00000265,Reviewed,Corporate,FALSE,Chanage short desc Potatoes - Fingerling 4 Oz,3/1/2021 1:31,5/4/2021 5:22,Appliation,America/New_York,America/New York,Change Justification: Grand Canyon,@Server,MAJOR
6,CHG00000406,Pending,Corporate,TRUE,Chanage short desc Crackers - Soda / Saltins,3/1/2021 3:19,3/7/2021 10:37,Appliation,America/New_York,America/New York,Change Justification: My Awkward Sexual Adventure,@Server,MAJOR
15,CHG00000754,Reviewed,Corporate,FALSE,"Chanage short desc Arctic Char - Fresh, Whole",3/1/2021 3:59,4/14/2021 13:22,Appliation,America/New_York,America/New York,Change Justification: Miracle Run,@Server,MAJOR
5,CHG00000159,Reviewed,CompanyB,FALSE,Chanage short desc Hot Choc Vending,3/1/2021 5:30,4/11/2021 18:52,Network,America/New_York,America/New York,Change Justification: Flowing (Nagareru),@Database,
47,CHG00000296,Reviewed,CompanyB,FALSE,Chanage short desc Chocolate - Semi Sweet,3/1/2021 11:18,3/12/2021 3:43,Network,America/New_York,America/New York,Change Justification: Kronos (a.k.a. Captain Kronos: Vampire Hunter),@Database,
3,CHG0000022,Reviewed,Corporate,FALSE,Chanage short desc Bread - 10 Grain Parisian,3/1/2021 13:51,5/29/2021 9:27,Appliation,America/New_York,America/New York,"Change Justification: Nightmare Before Christmas, The",@Server,MAJOR
41,CHG00000306,Reviewed,CompanyB,FALSE,"Chanage short desc Mushroom - Enoki, Fresh",3/1/2021 15:04,4/19/2021 16:39,Network,America/New_York,America/New York,Change Justification: Araya,@Database,
48,CHG00000909,Pending,Corporate,TRUE,Chanage short desc Wine - Chablis 2003 Champs,3/1/2021 15:27,3/16/2021 9:41,Appliation,America/New_York,America/New York,Change Justification: Double Trouble,@Server,MAJOR
28,CHG00000486,Pending,CompanyA,TRUE,Chanage short desc Vodka - Moskovskaya,3/1/2021 17:56,4/18/2021 5:24,Server,America/New_York,America/New York,Change Justification: Surviving Christmas,@Network,
22,CHG00000539,Pending,CompanyA,TRUE,Chanage short desc Bread - Italian Corn Meal Poly,3/1/2021 19:43,5/27/2021 14:16,Server,America/New_York,America/New York,Change Justification: Ong-Bak: The Thai Warrior (Ong Bak),@Network,
12,CHG00000469,Pending,Corporate,TRUE,Chanage short desc Wine - Tio Pepe Sherry Fino,3/1/2021 21:31,5/18/2021 9:16,Appliation,America/New_York,America/New York,"Change Justification: Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje)",@Server,MAJOR
44,CHG00000609,Pending,CompanyB,TRUE,Chanage short desc Whmis Spray Bottle Graduated,3/2/2021 0:15,4/27/2021 21:17,Network,America/New_York,America/New York,Change Justification: Viimeiset rotannahat ,@Database,
48,CHG00000650,Pending,Corporate,TRUE,"Chanage short desc Turkey - Breast, Bone - In",3/2/2021 0:30,4/12/2021 21:10,Appliation,America/New_York,America/New York,Change Justification: The Longest Week,@Server,MAJOR
10,CHG000004,Pending,CompanyA,TRUE,Chanage short desc Buffalo - Tenderloin,3/2/2021 2:14,5/11/2021 1:04,Server,America/New_York,America/New York,Change Justification: Call Girl,@Network,
37,CHG00000625,Reviewed,CompanyA,FALSE,"Chanage short desc Nut - Peanut, Roasted",3/2/2021 3:12,5/3/2021 23:04,Server,America/New_York,America/New York,Change Justification: Paper Birds (Pájaros de papel),@Network,
30,CHG0000083,Pending,Corporate,TRUE,Chanage short desc True - Vue Containers,3/2/2021 3:13,5/13/2021 1:55,Appliation,America/New_York,America/New York,Change Justification: Changing Habits,@Server,MAJOR
41,CHG00000994,Reviewed,CompanyB,FALSE,Chanage short desc Sponge Cake Mix - Vanilla,3/2/2021 5:11,3/1/2021 2:37,Network,America/New_York,America/New York,"Change Justification: Bow, The (Hwal)",@Database,
14,CHG00000268,Pending,CompanyB,TRUE,Chanage short desc Onions - Cooking,3/2/2021 5:15,3/21/2021 9:11,Network,America/New_York,America/New York,Change Justification: Halloween,@Database,
31,CHG00000430,Reviewed,CompanyA,FALSE,Chanage short desc Bread - Triangle White,3/2/2021 6:11,5/2/2021 18:17,Server,America/New_York,America/New York,Change Justification: Stealth,@Network,
8,CHG00000951,Pending,CompanyB,TRUE,Chanage short desc Turkey - Oven Roast Breast,3/2/2021 7:56,4/19/2021 23:43,Network,America/New_York,America/New York,"Change Justification: Toxic Avenger Part III: The Last Temptation of Toxie, The",@Database,
8,CHG00000330,Pending,CompanyB,TRUE,Chanage short desc Pheasants - Whole,3/2/2021 8:01,4/6/2021 0:46,Network,America/New_York,America/New York,Change Justification: State Property 2,@Database,
1,CHG00000869,Reviewed,CompanyA,FALSE,"Chanage short desc Veal - Brisket, Provimi, Bone - In",3/2/2021 13:45,5/9/2021 19:53,Server,America/New_York,America/New York,Change Justification: Space Truckers,@Network,
2,CHG00000467,Pending,CompanyB,TRUE,Chanage short desc Isomalt,3/2/2021 18:51,3/2/2021 11:13,Network,America/New_York,America/New York,Change Justification: Bedlam,@Database,
